Type,TurnID,Category,Timestamp,Message 
Log,5,EnemyThinker,17030175.906144,[ComputeIntent] BP_EnemyUnitBase_C_1: MOVE intent (TileDistance=3 > Range=1)
Log,5,EnemyAI,17030175.906156,"[ComputeIntent] Enemy=BP_EnemyUnitBase_C_1, Thinker found, Intent=AI.Intent.Move"
Log,5,EnemyThinker,17030175.906165,[ComputeIntent] BP_EnemyUnitBase_C_2: MOVE intent (TileDistance=4 > Range=1)
Log,5,EnemyAI,17030175.906175,"[ComputeIntent] Enemy=BP_EnemyUnitBase_C_2, Thinker found, Intent=AI.Intent.Move"
Log,5,EnemyThinker,17030175.906185,[ComputeIntent] BP_EnemyUnitBase_C_3: MOVE intent (TileDistance=2 > Range=1)
Log,5,EnemyAI,17030175.906194,"[ComputeIntent] Enemy=BP_EnemyUnitBase_C_3, Thinker found, Intent=AI.Intent.Move"
Log,5,EnemyThinker,17030175.906204,[ComputeIntent] BP_EnemyUnitBase_C_4: MOVE intent (TileDistance=2 > Range=1)
Log,5,EnemyAI,17030175.906214,"[ComputeIntent] Enemy=BP_EnemyUnitBase_C_4, Thinker found, Intent=AI.Intent.Move"
Warning,5,EnemyAI,17030175.906225,"[CollectIntents] Pass1 Complete: AttackIntents=0, HardBlockedCells=0"
Warning,5,EnemyAI,17030175.906236,[CollectIntents] === PASS 2: Move/Wait Intent Generation ===
Warning,5,EnemyAI,17030175.906262,"[CollectIntents] ==== RESULT ==== Generated 5 intents (Attack=0, Move=5, Wait=0)"
Log,5,EnemyTurnDataSys,17030175.906274,"[Turn 5] RegenerateIntents: Generated 5 intents (Attack=0, Move=5, Wait=0) for PlayerCell=(54,25)"
Log,5,TurnManager,17030175.906285,[Turn 5] Mode: SIMULTANEOUS
Log,5,TurnManager,17030175.906296,[Turn 5] ==== Simultaneous Move Phase (No Attacks) ====
Log,5,TurnManager,17030175.906307,[Turn 5] ExecuteSimultaneousPhase: Processing 5 intents via CoreResolvePhase
Log,5,TurnCore,17030175.906317,"[TurnCore] ResolvePhase: Resolved 5 actions, Hash=0x257C35A6"
Log,5,GridOccupancy,17030175.906326,"[GridOccupancy] RESERVE DEST: BP_EnemyUnitBase_C_2 -> (57, 27) (TurnId=5)"
Log,5,GridOccupancy,17030175.906336,"[GridOccupancy] RESERVE DEST: BP_EnemyUnitBase_C_0 -> (56, 25) (TurnId=5)"
Log,5,GridOccupancy,17030175.906346,"[GridOccupancy] RESERVE DEST: BP_EnemyUnitBase_C_1 -> (56, 26) (TurnId=5)"
Log,5,GridOccupancy,17030175.906356,"[GridOccupancy] RESERVE DEST: BP_EnemyUnitBase_C_3 -> (55, 24) (TurnId=5)"
Log,5,GridOccupancy,17030175.906365,"[GridOccupancy] RESERVE DEST: BP_EnemyUnitBase_C_4 -> (55, 26) (TurnId=5)"
Log,5,TurnManager,17030175.906376,[Turn 5] ExecuteSimultaneousPhase: CoreResolvePhase produced 5 resolved actions
Log,5,UnitBase,17030175.906387,[MoveUnit] BP_EnemyUnitBase_C_2: Delegating to MovementComponent (PathNum=1)
Log,5,UnitMovement,17030175.906401,[UnitMovementComponent] Movement started with 1 waypoints
Log,5,MoveReservation,17030175.906418,"[DispatchResolvedMove] Registered enemy move: Actor=BP_EnemyUnitBase_C_2, TurnId=5, ActionId=151A9E7F4B7E83D6FCB940BDF57755AA"
Log,5,UnitBase,17030175.906428,[MoveUnit] BP_EnemyUnitBase_C_0: Delegating to MovementComponent (PathNum=1)
Log,5,UnitMovement,17030175.906437,[UnitMovementComponent] Movement started with 1 waypoints
Log,5,MoveReservation,17030175.906448,"[DispatchResolvedMove] Registered enemy move: Actor=BP_EnemyUnitBase_C_0, TurnId=5, ActionId=F4687D86493E18CF354E0397F83B4F64"
Log,5,UnitBase,17030175.906457,[MoveUnit] BP_EnemyUnitBase_C_1: Delegating to MovementComponent (PathNum=1)
Log,5,UnitMovement,17030175.906468,[UnitMovementComponent] Movement started with 1 waypoints
Log,5,MoveReservation,17030175.906482,"[DispatchResolvedMove] Registered enemy move: Actor=BP_EnemyUnitBase_C_1, TurnId=5, ActionId=230D9FB04FFF84B7A30A93891DE7BD72"
Log,5,UnitBase,17030175.906493,[MoveUnit] BP_EnemyUnitBase_C_3: Delegating to MovementComponent (PathNum=1)
Log,5,UnitMovement,17030175.906502,[UnitMovementComponent] Movement started with 1 waypoints
Log,5,MoveReservation,17030175.906520,"[DispatchResolvedMove] Registered enemy move: Actor=BP_EnemyUnitBase_C_3, TurnId=5, ActionId=FE1EF14E428CDD2E0E2E52889B314182"
Log,5,UnitBase,17030175.906535,[MoveUnit] BP_EnemyUnitBase_C_4: Delegating to MovementComponent (PathNum=1)
Log,5,UnitMovement,17030175.906547,[UnitMovementComponent] Movement started with 1 waypoints
Log,5,MoveReservation,17030175.906559,"[DispatchResolvedMove] Registered enemy move: Actor=BP_EnemyUnitBase_C_4, TurnId=5, ActionId=20BEA5C64EF5A22A0A73ECA34380BF59"
Log,5,TurnManager,17030175.906569,[Turn 5] ExecuteSimultaneousPhase complete - 5 movements dispatched
Log,5,Temp,17030175.906579,[PlayerInputProcessor] Gate CLOSED (tags removed)
Log,5,Temp,17030175.906588,"[PIP] CloseInputWindow: TurnId=5, WindowId=6"
Warning,5,Temp,17030175.906599,[Client] 📤 RPC sent: Server_SubmitCommand(WindowId=6)
Log,5,BlueprintUserMessages,17030175.906608,[ABP_TBS_Mannequin_Base_C_0] true
Log,5,BlueprintUserMessages,17030175.918802,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030175.918878,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030175.918931,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030175.918975,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030175.919087,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030175.919322,[ABP_TBS_Mannequin_Base_C_0] true
Log,5,BlueprintUserMessages,17030175.930630,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030175.930650,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030175.930710,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030175.930766,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030175.930823,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030175.931084,[ABP_TBS_Mannequin_Base_C_0] true
Log,5,BlueprintUserMessages,17030175.944054,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030175.944142,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030175.944202,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030175.944276,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030175.944341,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030175.944611,[ABP_TBS_Mannequin_Base_C_0] true
Log,5,BlueprintUserMessages,17030175.956334,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030175.956355,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030175.956402,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030175.956469,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030175.956551,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030175.956766,[ABP_TBS_Mannequin_Base_C_0] true
Log,5,BlueprintUserMessages,17030175.969139,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030175.969159,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030175.969217,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030175.969235,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030175.969284,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030175.969461,[ABP_TBS_Mannequin_Base_C_0] true
Log,5,BlueprintUserMessages,17030175.981642,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030175.981662,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030175.981718,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030175.981761,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030175.981791,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030175.982049,[ABP_TBS_Mannequin_Base_C_0] true
Log,5,BlueprintUserMessages,17030175.994838,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030175.994857,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030175.994913,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030175.994944,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030175.994983,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030175.995242,[ABP_TBS_Mannequin_Base_C_0] true
Log,5,BlueprintUserMessages,17030176.007831,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.007852,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.007894,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.007950,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.007982,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.008204,[ABP_TBS_Mannequin_Base_C_0] true
Log,5,BlueprintUserMessages,17030176.021345,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.021363,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.021413,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.021519,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.021577,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.021915,[ABP_TBS_Mannequin_Base_C_0] true
Log,5,BlueprintUserMessages,17030176.035357,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.035377,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.035424,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.035466,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.035508,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.036078,[ABP_TBS_Mannequin_Base_C_0] true
Log,5,BlueprintUserMessages,17030176.048997,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.049016,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.049084,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.049101,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.049185,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.049449,[ABP_TBS_Mannequin_Base_C_0] true
Log,5,BlueprintUserMessages,17030176.062183,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.062314,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.062338,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.062404,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.062428,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.062938,[ABP_TBS_Mannequin_Base_C_0] true
Log,5,GridOccupancy,17030176.065202,"[GridOccupancy] COMMIT: BP_EnemyUnitBase_C_4 -> (55,26)"
Log,5,MoveReservation,17030176.065221,[HandleManualMoveFinished] Completed barrier for BP_EnemyUnitBase_C_4 TurnId=5
Log,5,UnitMovement,17030176.065234,[UnitMovementComponent] Movement finished and snapped. (RetryCount=0)
Log,5,GridOccupancy,17030176.065498,"[GridOccupancy] COMMIT: BP_EnemyUnitBase_C_3 -> (55,24)"
Log,5,MoveReservation,17030176.065516,[HandleManualMoveFinished] Completed barrier for BP_EnemyUnitBase_C_3 TurnId=5
Log,5,UnitMovement,17030176.065533,[UnitMovementComponent] Movement finished and snapped. (RetryCount=0)
Warning,5,UnitMovement,17030176.066011,"[UnitMovementComponent] UpdateActorCell FAILED (Retry=1/5) for BP_EnemyUnitBase_C_2 at (57,27) - scheduling retry"
Log,5,GridOccupancy,17030176.066154,"[GridOccupancy] COMMIT: BP_PlayerUnit_C_0 -> (54,25)"
Log,5,MoveAbility,17030176.066170,"[MoveComplete] Unit BP_PlayerUnit_C_0 reached destination, GA_MoveBase ending."
Log,5,MoveAbility,17030176.066183,"[GA_MoveBase] Barrier completed in EndAbility for BP_PlayerUnit_C_0 (Turn=5, ActionId=C8BAA06D41F59151DFF9AAAF15CEA202)"
Warning,5,MoveAbility,17030176.066200,[GA_MoveBase] BP_PlayerUnit_C_0: Removed Event_Dungeon_Step tag (EndAbility)
Warning,5,MoveAbility,17030176.066213,[GA_MoveBase] BP_PlayerUnit_C_0: Sent GameplayEvent Event_Dungeon_Step END
Warning,5,TurnAction,17030176.066224,[GA_TurnActionBase] Defensive check: Attempting to get ASC after Super::EndAbility
Warning,5,TurnAction,17030176.066235,"[GA_TurnActionBase] Defensive check: ASC found, checking tags"
Warning,5,TurnAction,17030176.066246,"[GA_TurnActionBase] Defensive check: State_Ability_Executing=0, State_Action_InProgress=0"
Warning,5,MoveAbility,17030176.066257,[TurnNotify] GA_MoveBase completion: Actor=BP_PlayerUnit_C_0 TurnId=5
Log,5,TurnManager,17030176.066267,Turn 5: OnPlayerMoveCompleted Tag=Gameplay.Event.Turn.Ability.Completed
Log,5,Temp,17030176.066278,[PlayerInputProcessor] Gate CLOSED (tags removed)
Log,5,Temp,17030176.066289,"[PIP] CloseInputWindow: TurnId=5, WindowId=6"
Warning,5,TurnManager,17030176.066300,[Client] OnRep_WaitingForPlayerInput: 0
Log,5,Temp,17030176.066310,[PlayerInputProcessor] Gate CLOSED (tags removed)
Log,5,TurnManager,17030176.066321,[Turn 5] Client: Gate CLOSED after replication
Log,5,TurnManager,17030176.066331,[Turn 5] Player action complete - enemy phase already in progress (skipping redundant AI calc)
Log,5,UnitMovement,17030176.066342,[UnitMovementComponent] Movement finished and snapped. (RetryCount=0)
Log,5,BlueprintUserMessages,17030176.076846,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.076951,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.077029,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.077127,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.077264,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.077858,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.090505,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.090525,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.090602,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.090620,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.090666,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.090963,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.100991,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.101069,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.101138,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.101194,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.101237,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.101487,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.111691,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.111714,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.111779,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.111872,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.111890,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.112155,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.124248,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.124268,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.124515,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.124539,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.124557,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.124940,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.136174,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.136238,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.136293,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.136328,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.136423,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.136559,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,GridOccupancy,17030176.137270,"[GridOccupancy] COMMIT: BP_EnemyUnitBase_C_1 -> (56,26)"
Log,5,MoveReservation,17030176.137288,[HandleManualMoveFinished] Completed barrier for BP_EnemyUnitBase_C_1 TurnId=5
Log,5,UnitMovement,17030176.137300,[UnitMovementComponent] Movement finished and snapped. (RetryCount=0)
Log,5,GridOccupancy,17030176.138443,"[GridOccupancy] COMMIT: BP_EnemyUnitBase_C_0 -> (56,25)"
Log,5,MoveReservation,17030176.138471,[HandleManualMoveFinished] Completed barrier for BP_EnemyUnitBase_C_0 TurnId=5
Log,5,UnitMovement,17030176.138493,[UnitMovementComponent] Movement finished and snapped. (RetryCount=0)
Log,5,BlueprintUserMessages,17030176.148280,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.148298,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.148345,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.148392,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.148436,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.148741,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.158404,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.158423,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.158473,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.158521,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.158590,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,Temp,17030176.158670,[PlayerController] Input_Move_Canceled
Log,5,BlueprintUserMessages,17030176.158887,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.168316,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.168336,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.168394,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.168448,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.168486,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.168798,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,GridOccupancy,17030176.169450,"[GridOccupancy] COMMIT: BP_EnemyUnitBase_C_2 -> (57,27)"
Warning,5,TurnBarrier,17030176.169479,[Barrier] Turn 5: ALL ACTIONS COMPLETED (Remaining=0) -> Scheduling OnAllMovesFinished (NextTick)
Log,5,MoveReservation,17030176.169502,[HandleManualMoveFinished] Completed barrier for BP_EnemyUnitBase_C_2 TurnId=5
Log,5,UnitMovement,17030176.169525,[UnitMovementComponent] Movement finished and snapped. (RetryCount=0)
Log,5,BlueprintUserMessages,17030176.178503,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.178578,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.178597,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.178631,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.178687,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,BlueprintUserMessages,17030176.178924,[ABP_TBS_Mannequin_Base_C_0] false
Log,5,TurnBarrier,17030176.179631,[Barrier] Broadcasting OnAllMovesFinished for Turn 5
Log,6,TurnManager,17030176.179649,[Turn 5] Barrier complete - all move actions finished (EnemyPhaseInProgress=1)
Log,6,TurnManager,17030176.179660,[Turn 5] Enemy phase complete. Ending turn.
Log,6,Temp,17030176.179680,[PlayerInputProcessor] Gate CLOSED (tags removed)
Warning,6,TurnManager,17030176.179691,[Turn 5] ==== EndEnemyTurn ====
Log,6,TurnAdvanceGuard,17030176.179703,"[CanAdvanceTurn] OK: Turn=5 (Barrier=Quiet, InProgress=0)"
Log,6,TurnManager,17030176.179713,[AdvanceTurnAndRestart] Current Turn: 5
Log,6,TurnAdvanceGuard,17030176.179723,"[CanAdvanceTurn] OK: Turn=5 (Barrier=Quiet, InProgress=0)"
Log,6,TurnCore,17030176.179732,[TurnCore] CleanupPhase: Complete
Log,6,TurnManager,17030176.179740,[AdvanceTurnAndRestart] CoreCleanupPhase completed
Log,6,TurnFlow,17030176.179748,[TurnFlowCoordinator] Turn ended: TurnId=5
Log,6,TurnFlow,17030176.179756,"[TurnFlowCoordinator] Turn advanced: TurnId=6, TurnIndex=6"
Log,6,TurnManager,17030176.179766,[AdvanceTurnAndRestart] Turn advanced: 5 -> 6 (bEndTurnPosted reset)
Log,6,TurnManager,17030176.179776,[AdvanceTurnAndRestart] Barrier::BeginTurn(6) called
Log,6,TurnManager,17030176.179784,[AdvanceTurnAndRestart] OnTurnStarted broadcasted for turn 6
Warning,6,TurnInit,17030176.179798,[Turn 6] ==== OnTurnStarted (Subsystem) START ====
Log,6,TurnInit,17030176.179807,[Turn 6] ClearResidualInProgressTags called
Log,6,EnemyAI,17030176.179817,[CollectAllEnemies] ==== START ====
Log,6,EnemyAI,17030176.179828,[CollectAllEnemies] GetAllActorsOfClass found 6 Pawns
Log,6,EnemyAI,17030176.179838,"[CollectAllEnemies] Added[0]: BP_EnemyUnitBase_C_0 (TeamId=2, GTag=1, ByTeam=1, ActorTag=1)"
Log,6,EnemyAI,17030176.179848,"[CollectAllEnemies] Added[1]: BP_EnemyUnitBase_C_1 (TeamId=2, GTag=1, ByTeam=1, ActorTag=1)"
Log,6,EnemyAI,17030176.179858,"[CollectAllEnemies] Added[2]: BP_EnemyUnitBase_C_2 (TeamId=2, GTag=1, ByTeam=1, ActorTag=1)"
Log,6,EnemyAI,17030176.179868,[CollectAllEnemies] ==== RESULT ==== found=6  collected=5  byGTag=5  byTeam=5  byActorTag=5
Log,6,TurnInit,17030176.179877,[Turn 6] Enemy roster updated: 5 -> 5
Warning,6,TurnInit,17030176.179885,[Turn 6] ==== TurnInitialization START ====
Log,6,TurnInit,17030176.179915,[Turn 6] PurgeOutdatedReservations called at turn start (before player input)
Log,6,TurnInit,17030176.179926,[Turn 6] GridOccupancy initialized with 6 units
Log,6,TurnInit,17030176.179936,[Turn 6] Skipped initial DistanceField update (will be updated in ExecuteEnemyPhase)
Log,6,TurnInit,17030176.179946,[Turn 6] Skipped preliminary intent generation (will be generated in ExecuteEnemyPhase)
Warning,6,TurnInit,17030176.179956,[Turn 6] ==== TurnInitialization END ====
Warning,6,TurnInit,17030176.179968,[Turn 6] ==== OnTurnStarted (Subsystem) END ====
Log,6,TurnFlow,17030176.179979,"[TFC] OpenNewInputWindow: TurnId=6, WindowId=7"
Log,6,Temp,17030176.179988,[PlayerInputProcessor] Gate OPENED (tags added)
Log,6,Temp,17030176.179997,"[PIP] OpenInputWindow: TurnId=6, WindowId=7"
Log,6,TurnManager,17030176.180007,[TurnCommandHandler] Input window opened: WindowId=7
Warning,6,TurnManager,17030176.180016,[Client] OnRep_WaitingForPlayerInput: 1
Log,6,Temp,17030176.180025,[PlayerInputProcessor] Gate OPENED (tags added)
Log,6,TurnManager,17030176.180034,[Turn 6] Client: Gate OPENED after replication (WindowId=7)
Warning,6,Temp,17030176.180044,"[Client] OnRep: Window OPEN, gate reset"
Log,6,TurnManager,17030176.180056,[Turn 6] OnTurnStartedHandler: Player input window opened
Log,6,BlueprintUserMessages,17030176.188707,[ABP_TBS_Mannequin_Base_C_0] false
Log,6,BlueprintUserMessages,17030176.188764,[ABP_TBS_Mannequin_Base_C_0] false
Log,6,BlueprintUserMessages,17030176.188801,[ABP_TBS_Mannequin_Base_C_0] false
Log,6,BlueprintUserMessages,17030176.188858,[ABP_TBS_Mannequin_Base_C_0] false
Log,6,BlueprintUserMessages,17030176.188893,[ABP_TBS_Mannequin_Base_C_0] false
Warning,6,Temp,17030176.189015,"[Client_Tick] Input window change detected (Prev=6, Now=7) -> latch reset (WinId=7)"
Log,6,BlueprintUserMessages,17030176.189161,[ABP_TBS_Mannequin_Base_C_0] false
Log,6,BlueprintUserMessages,17030176.199297,[ABP_TBS_Mannequin_Base_C_0] false
Log,6,BlueprintUserMessages,17030176.199315,[ABP_TBS_Mannequin_Base_C_0] false
Log,6,BlueprintUserMessages,17030176.199367,[ABP_TBS_Mannequin_Base_C_0] false
Log,6,BlueprintUserMessages,17030176.199410,[ABP_TBS_Mannequin_Base_C_0] false
Log,6,BlueprintUserMessages,17030176.199454,[ABP_TBS_Mannequin_Base_C_0] false
Log,6,BlueprintUserMessages,17030176.199760,[ABP_TBS_Mannequin_Base_C_0] false
Log,6,BlueprintUserMessages,17030176.209073,[ABP_TBS_Mannequin_Base_C_0] false
Log,6,BlueprintUserMessages,17030176.209174,[ABP_TBS_Mannequin_Base_C_0] false
Log,6,BlueprintUserMessages,17030176.209196,[ABP_TBS_Mannequin_Base_C_0] false
Log,6,BlueprintUserMessages,17030176.209210,[ABP_TBS_Mannequin_Base_C_0] false
Log,6,BlueprintUserMessages,17030176.209282,[ABP_TBS_Mannequin_Base_C_0] false
Log,6,BlueprintUserMessages,17030176.209433,[ABP_TBS_Mannequin_Base_C_0] false
Log,6,BlueprintUserMessages,17030176.218265,[ABP_TBS_Mannequin_Base_C_0] false
Log,6,BlueprintUserMessages,17030176.218301,[ABP_TBS_Mannequin_Base_C_0] false
