Type,TurnID,Category,Timestamp,Message 
Log,0,BlueprintUserMessages,17030172.170125,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.170163,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.170466,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.181043,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.181185,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.181223,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.181251,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.181271,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.181557,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.192469,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.192504,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.192606,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.192629,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.192644,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.192893,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.203473,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.203496,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.203521,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.203564,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.203605,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.203761,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.214089,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.214119,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.214139,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.214194,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.214218,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.214435,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.225642,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.225667,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.225741,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.225767,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.225882,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.226254,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.238201,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.238221,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.238306,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.238394,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.238456,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.238702,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.272787,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.272806,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.272856,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.272953,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.273010,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,Temp,17030172.273228,"[PlayerController] TurnFacing direction cached: (-1.00, -0.00)"
Warning,0,Temp,17030172.273249,[Client] Input_Move_Triggered fired
Warning,0,Temp,17030172.273274,"[Client] Input_Move_Triggered: bWaitingReplicated=1, bGateOpenClient=1, bSentThisInputWindow=0, WindowId=1"
Warning,0,Temp,17030172.273289,"[Client] ✁EInput PASSED all guards, preparing to send command"
Log,0,Temp,17030172.273300,[Client] Command created: TurnId=0 (from TurnManager) WindowId=1
Warning,0,Temp,17030172.273322,"[Client] 📤 Latch SET (before RPC): bSentThisInputWindow=TRUE, WindowId=1"
Warning,0,Temp,17030172.273337,[Server] ☁ESubmitCommand RPC RECEIVED
Warning,0,Temp,17030172.273349,"[Server] Client sent WindowId=1, TurnId=0, Tag=InputTag.Move, Dir=(-1.0, 0.0)"
Log,0,Temp,17030172.273359,[Server] WindowId validated: 1
Log,0,TurnManager,17030172.273371,"[TurnCommandHandler] Command validated: Tag=InputTag.Move, TurnId=0, WindowId=1"
Log,0,TurnManager,17030172.273383,"[TurnCommandHandler] Command received and validated: TurnId=0, Tag=InputTag.Move, TargetCell=(57,25)"
Log,0,TurnManager,17030172.273395,"[TurnCommandHandler] Command marked as accepted: TurnId=0, Tag=InputTag.Move"
Log,0,Temp,17030172.273408,[Client] COMMAND ACCEPTED ACK (WindowId=1) -> Latches confirmed
Log,0,Temp,17030172.273424,[Client]   bSentThisInputWindow: false -> true
Log,0,Temp,17030172.273435,[Client]   LastProcessedWindowId: -1 -> 1
Log,0,MoveAbility,17030172.273611,"[GA_MoveBase] ABILITY ACTIVATED: Actor=BP_PlayerUnit_C_0, Team=0"
Log,0,MoveAbility,17030172.273627,[GA_MoveBase] Registered with Barrier: Turn=0 ActionId=8373AF73410312D4B095D7A4564B02A4 Registered=1
Log,0,MoveAbility,17030172.273637,[GA_MoveBase] TurnId retrieved from TurnManager: 0 (Actor=BP_PlayerUnit_C_0)
Warning,0,MoveAbility,17030172.274219,[GA_MoveBase] BP_PlayerUnit_C_0: Added Event_Dungeon_Step tag (Activate/ResolvedCell)
Warning,0,MoveAbility,17030172.274238,[GA_MoveBase] BP_PlayerUnit_C_0: Sent GameplayEvent Event_Dungeon_Step START (ResolvedCell)
Log,0,MoveAbility,17030172.274250,"[GA_MoveBase] Starting move to resolved cell: Target=(57,25) Actor=BP_PlayerUnit_C_0 Magnitude=4214937"
Log,0,MoveAbility,17030172.274731,[BindMoveFinishedDelegate] SUCCESS: Unit BP_PlayerUnit_C_0 delegate bound to UnitMovementComponent::OnMoveFinished
Log,0,UnitBase,17030172.274753,[MoveUnit] BP_PlayerUnit_C_0: Delegating to MovementComponent (PathNum=1)
Log,0,UnitMovement,17030172.274774,[UnitMovementComponent] Movement started with 1 waypoints
Log,0,GridOccupancy,17030172.274791,"[GridOccupancy] RESERVE DEST: BP_PlayerUnit_C_0 -> (57, 25) (TurnId=0)"
Log,0,TurnManager,17030172.274809,"[TurnCommandHandler] Player move reserved (57,25) - triggering enemy phase for simultaneous movement."
Log,0,TurnManager,17030172.274826,"[Turn 0] ExecuteEnemyPhase: Using RESERVED PlayerTargetCell=(57,25)"
Log,0,EnemyTurnDataSys,17030172.274843,[RegisterEnemy] BP_EnemyUnitBase_C_0 → GenerationOrder=0 (written to BP variable)
Log,0,EnemyTurnDataSys,17030172.274856,[RegisterEnemy] BP_EnemyUnitBase_C_1 → GenerationOrder=1 (written to BP variable)
Log,0,EnemyTurnDataSys,17030172.274869,[RegisterEnemy] BP_EnemyUnitBase_C_2 → GenerationOrder=2 (written to BP variable)
Log,0,EnemyTurnDataSys,17030172.274878,[RegisterEnemy] BP_EnemyUnitBase_C_3 → GenerationOrder=3 (written to BP variable)
Log,0,EnemyTurnDataSys,17030172.274888,[RegisterEnemy] BP_EnemyUnitBase_C_4 → GenerationOrder=4 (written to BP variable)
Log,0,EnemyTurnDataSys,17030172.274898,"[SyncEnemiesFromList] Registered 5 new enemies, 0 already registered"
Log,0,EnemyTurnDataSys,17030172.274909,[Turn 0] RegenerateIntents: Found 5 enemies after RebuildEnemyList
Log,0,EnemyAI,17030172.274925,"[BuildObservations] PlayerGrid=(57, 25)"
Warning,0,TurnCore,17030172.274937,"[TurnCore] CoreObservationPhase received PlayerCell=(57, 25)"
Log,0,TurnCore,17030172.274947,[TurnCore] ObservationPhase: Purged outdated reservations for turn 0
Log,0,TurnCore,17030172.274960,[TurnCore] ObservationPhase: Updating DistanceField with Margin=17 (Enemies=5)
Log,0,TurnCore,17030172.274973,[TurnCore] ObservationPhase: Complete
Log,0,EnemyAI,17030172.274985,"[BuildObservations] DistanceField updated with PlayerGrid=(57,25)"
Log,0,EnemyAI,17030172.274999,"[BuildObservations] Enemy[0]: BP_EnemyUnitBase_C_0, Grid=(60, 25), DistToPlayer=3"
Log,0,EnemyAI,17030172.275011,"[BuildObservations] Enemy[1]: BP_EnemyUnitBase_C_1, Grid=(61, 28), DistToPlayer=4"
Log,0,EnemyAI,17030172.275021,"[BuildObservations] Enemy[2]: BP_EnemyUnitBase_C_2, Grid=(59, 26), DistToPlayer=2"
Log,0,EnemyAI,17030172.275031,"[BuildObservations] ==== RESULT ==== Generated 5 observations (Valid=5, Invalid=0)"
Warning,0,EnemyAI,17030172.275042,"[CollectIntents] ==== START ==== Observations=5, Enemies=5"
Warning,0,EnemyAI,17030172.275052,[CollectIntents] === PASS 1: Attack Intent Generation ===
Log,0,EnemyThinker,17030172.275062,[ComputeIntent] BP_EnemyUnitBase_C_0: MOVE intent (TileDistance=3 > Range=1)
Log,0,EnemyAI,17030172.275073,"[ComputeIntent] Enemy=BP_EnemyUnitBase_C_0, Thinker found, Intent=AI.Intent.Move"
Log,0,EnemyThinker,17030172.275083,[ComputeIntent] BP_EnemyUnitBase_C_1: MOVE intent (TileDistance=4 > Range=1)
Log,0,EnemyAI,17030172.275093,"[ComputeIntent] Enemy=BP_EnemyUnitBase_C_1, Thinker found, Intent=AI.Intent.Move"
Log,0,EnemyThinker,17030172.275105,[ComputeIntent] BP_EnemyUnitBase_C_2: MOVE intent (TileDistance=2 > Range=1)
Log,0,EnemyAI,17030172.275117,"[ComputeIntent] Enemy=BP_EnemyUnitBase_C_2, Thinker found, Intent=AI.Intent.Move"
Log,0,EnemyThinker,17030172.275127,[ComputeIntent] BP_EnemyUnitBase_C_3: MOVE intent (TileDistance=2 > Range=1)
Log,0,EnemyAI,17030172.275137,"[ComputeIntent] Enemy=BP_EnemyUnitBase_C_3, Thinker found, Intent=AI.Intent.Move"
Log,0,EnemyThinker,17030172.275150,[ComputeIntent] BP_EnemyUnitBase_C_4: MOVE intent (TileDistance=3 > Range=1)
Log,0,EnemyAI,17030172.275160,"[ComputeIntent] Enemy=BP_EnemyUnitBase_C_4, Thinker found, Intent=AI.Intent.Move"
Warning,0,EnemyAI,17030172.275170,"[CollectIntents] Pass1 Complete: AttackIntents=0, HardBlockedCells=0"
Warning,0,EnemyAI,17030172.275179,[CollectIntents] === PASS 2: Move/Wait Intent Generation ===
Warning,0,EnemyAI,17030172.275190,"[CollectIntents] ==== RESULT ==== Generated 5 intents (Attack=0, Move=4, Wait=1)"
Log,0,EnemyTurnDataSys,17030172.275204,"[Turn 0] RegenerateIntents: Generated 5 intents (Attack=0, Move=4, Wait=1) for PlayerCell=(57,25)"
Log,0,TurnManager,17030172.275215,[Turn 0] Mode: SIMULTANEOUS
Log,0,TurnManager,17030172.275226,[Turn 0] ==== Simultaneous Move Phase (No Attacks) ====
Log,0,TurnManager,17030172.275235,[Turn 0] ExecuteSimultaneousPhase: Processing 5 intents via CoreResolvePhase
Log,0,TurnCore,17030172.275245,"[TurnCore] ResolvePhase: Resolved 5 actions, Hash=0xBFAFE656"
Log,0,GridOccupancy,17030172.275255,"[GridOccupancy] RESERVE DEST: BP_EnemyUnitBase_C_1 -> (60, 27) (TurnId=0)"
Log,0,GridOccupancy,17030172.275267,"[GridOccupancy] RESERVE DEST: BP_EnemyUnitBase_C_0 -> (59, 25) (TurnId=0)"
Log,0,TurnCore,17030172.275279,"[TurnCore] Skip RegisterResolvedMove for BP_EnemyUnitBase_C_4 (bIsWait=1, FinalTag=AI.Intent.Wait, Reason=LostConflict: Target cell (59,26) blocked by stationary unit (Revalidation Iter 1))"
Log,0,TurnCore,17030172.275292,"[TurnCore] Skip RegisterResolvedMove for BP_EnemyUnitBase_C_2 (bIsWait=1, FinalTag=AI.Intent.Wait, Reason=LostConflict: Cell (59,26) occupied by higher priority)"
Log,0,GridOccupancy,17030172.275304,"[GridOccupancy] RESERVE DEST: BP_EnemyUnitBase_C_3 -> (59, 24) (TurnId=0)"
Log,0,TurnManager,17030172.275314,[Turn 0] ExecuteSimultaneousPhase: CoreResolvePhase produced 5 resolved actions
Log,0,UnitBase,17030172.275325,[MoveUnit] BP_EnemyUnitBase_C_1: Delegating to MovementComponent (PathNum=1)
Log,0,UnitMovement,17030172.275334,[UnitMovementComponent] Movement started with 1 waypoints
Log,0,MoveReservation,17030172.275346,"[DispatchResolvedMove] Registered enemy move: Actor=BP_EnemyUnitBase_C_1, TurnId=0, ActionId=AD2524A948A4856E958284AE39CC2963"
Log,0,UnitBase,17030172.275355,[MoveUnit] BP_EnemyUnitBase_C_0: Delegating to MovementComponent (PathNum=1)
Log,0,UnitMovement,17030172.275365,[UnitMovementComponent] Movement started with 1 waypoints
Log,0,MoveReservation,17030172.275376,"[DispatchResolvedMove] Registered enemy move: Actor=BP_EnemyUnitBase_C_0, TurnId=0, ActionId=9278E78D450E0118FAFD70A271701734"
Log,0,UnitBase,17030172.275385,[MoveUnit] BP_EnemyUnitBase_C_3: Delegating to MovementComponent (PathNum=1)
Log,0,UnitMovement,17030172.275395,[UnitMovementComponent] Movement started with 1 waypoints
Log,0,MoveReservation,17030172.275406,"[DispatchResolvedMove] Registered enemy move: Actor=BP_EnemyUnitBase_C_3, TurnId=0, ActionId=1CCD26F14256D715E170B1975D1C974F"
Log,0,TurnManager,17030172.275416,[Turn 0] ExecuteSimultaneousPhase complete - 5 movements dispatched
Log,0,Temp,17030172.275428,[PlayerInputProcessor] Gate CLOSED (tags removed)
Log,0,Temp,17030172.275438,"[PIP] CloseInputWindow: TurnId=0, WindowId=1"
Warning,0,Temp,17030172.275449,[Client] 📤 RPC sent: Server_SubmitCommand(WindowId=1)
Log,0,BlueprintUserMessages,17030172.275469,[ABP_TBS_Mannequin_Base_C_0] true
Log,0,BlueprintUserMessages,17030172.288653,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.288697,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.288728,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.288774,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.288820,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.289166,[ABP_TBS_Mannequin_Base_C_0] true
Log,0,BlueprintUserMessages,17030172.300817,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.300835,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.300885,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.300924,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.300967,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.301304,[ABP_TBS_Mannequin_Base_C_0] true
Log,0,BlueprintUserMessages,17030172.313775,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.313794,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.313849,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.313889,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.313933,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.314135,[ABP_TBS_Mannequin_Base_C_0] true
Log,0,BlueprintUserMessages,17030172.329518,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.329576,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.329718,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.329745,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.329767,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.329974,[ABP_TBS_Mannequin_Base_C_0] true
Log,0,BlueprintUserMessages,17030172.342638,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.342674,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.342702,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.342884,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.342951,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.343387,[ABP_TBS_Mannequin_Base_C_0] true
Log,0,BlueprintUserMessages,17030172.354883,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.354905,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.354951,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.354968,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.355012,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.355144,[ABP_TBS_Mannequin_Base_C_0] true
Log,0,BlueprintUserMessages,17030172.367147,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.367275,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.367339,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.367446,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.367516,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.367986,[ABP_TBS_Mannequin_Base_C_0] true
Log,0,BlueprintUserMessages,17030172.380914,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.380933,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.381035,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.381056,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.381070,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,Temp,17030172.381188,[PlayerController] Input_Move_Canceled
Log,0,BlueprintUserMessages,17030172.381328,[ABP_TBS_Mannequin_Base_C_0] true
Log,0,BlueprintUserMessages,17030172.396462,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.396501,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.396553,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.396603,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.396646,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.396861,[ABP_TBS_Mannequin_Base_C_0] true
Log,0,BlueprintUserMessages,17030172.408919,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.408935,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.409061,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.409089,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.409100,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.409302,[ABP_TBS_Mannequin_Base_C_0] true
Log,0,GridOccupancy,17030172.411221,"[GridOccupancy] COMMIT: BP_EnemyUnitBase_C_3 -> (59,24)"
Log,0,MoveReservation,17030172.411257,[HandleManualMoveFinished] Completed barrier for BP_EnemyUnitBase_C_3 TurnId=0
Log,0,UnitMovement,17030172.411271,[UnitMovementComponent] Movement finished and snapped. (RetryCount=0)
Log,0,GridOccupancy,17030172.412544,"[GridOccupancy] COMMIT: BP_EnemyUnitBase_C_0 -> (59,25)"
Log,0,MoveReservation,17030172.412561,[HandleManualMoveFinished] Completed barrier for BP_EnemyUnitBase_C_0 TurnId=0
Log,0,UnitMovement,17030172.412573,[UnitMovementComponent] Movement finished and snapped. (RetryCount=0)
Log,0,GridOccupancy,17030172.413278,"[GridOccupancy] COMMIT: BP_PlayerUnit_C_0 -> (57,25)"
Log,0,MoveAbility,17030172.413297,"[MoveComplete] Unit BP_PlayerUnit_C_0 reached destination, GA_MoveBase ending."
Log,0,MoveAbility,17030172.413317,"[GA_MoveBase] Barrier completed in EndAbility for BP_PlayerUnit_C_0 (Turn=0, ActionId=8373AF73410312D4B095D7A4564B02A4)"
Warning,0,MoveAbility,17030172.413332,[GA_MoveBase] BP_PlayerUnit_C_0: Removed Event_Dungeon_Step tag (EndAbility)
Warning,0,MoveAbility,17030172.413349,[GA_MoveBase] BP_PlayerUnit_C_0: Sent GameplayEvent Event_Dungeon_Step END
Warning,0,TurnAction,17030172.413362,[GA_TurnActionBase] Defensive check: Attempting to get ASC after Super::EndAbility
Warning,0,TurnAction,17030172.413374,"[GA_TurnActionBase] Defensive check: ASC found, checking tags"
Warning,0,TurnAction,17030172.413385,"[GA_TurnActionBase] Defensive check: State_Ability_Executing=0, State_Action_InProgress=0"
Warning,0,MoveAbility,17030172.413397,[TurnNotify] GA_MoveBase completion: Actor=BP_PlayerUnit_C_0 TurnId=0
Log,0,TurnManager,17030172.413413,Turn 0: OnPlayerMoveCompleted Tag=Gameplay.Event.Turn.Ability.Completed
Log,0,Temp,17030172.413427,[PlayerInputProcessor] Gate CLOSED (tags removed)
Log,0,Temp,17030172.413440,"[PIP] CloseInputWindow: TurnId=0, WindowId=1"
Warning,0,TurnManager,17030172.413453,[Client] OnRep_WaitingForPlayerInput: 0
Log,0,Temp,17030172.413465,[PlayerInputProcessor] Gate CLOSED (tags removed)
Log,0,TurnManager,17030172.413477,[Turn 0] Client: Gate CLOSED after replication
Log,0,TurnManager,17030172.413490,[Turn 0] Player action complete - enemy phase already in progress (skipping redundant AI calc)
Log,0,UnitMovement,17030172.413502,[UnitMovementComponent] Movement finished and snapped. (RetryCount=0)
Log,0,BlueprintUserMessages,17030172.425854,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.425878,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.425917,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.425956,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.426050,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.426834,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.440228,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.440251,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.440546,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.440567,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.440620,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.440933,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.454001,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.454018,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.454066,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.454110,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.454168,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.454330,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.466958,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.466982,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.467018,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.467063,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.467137,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.467297,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.478218,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.478251,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.478309,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.478357,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.478398,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,BlueprintUserMessages,17030172.478603,[ABP_TBS_Mannequin_Base_C_0] false
Log,0,GridOccupancy,17030172.479604,"[GridOccupancy] COMMIT: BP_EnemyUnitBase_C_1 -> (60,27)"
Warning,0,TurnBarrier,17030172.479641,[Barrier] Turn 0: ALL ACTIONS COMPLETED (Remaining=0) -> Scheduling OnAllMovesFinished (NextTick)
Log,0,MoveReservation,17030172.479661,[HandleManualMoveFinished] Completed barrier for BP_EnemyUnitBase_C_1 TurnId=0
Log,0,UnitMovement,17030172.479673,[UnitMovementComponent] Movement finished and snapped. (RetryCount=0)
Log,0,TurnBarrier,17030172.479792,[Barrier] Broadcasting OnAllMovesFinished for Turn 0
Log,1,TurnManager,17030172.479812,[Turn 0] Barrier complete - all move actions finished (EnemyPhaseInProgress=1)
Log,1,TurnManager,17030172.479827,[Turn 0] Enemy phase complete. Ending turn.
Log,1,Temp,17030172.479840,[PlayerInputProcessor] Gate CLOSED (tags removed)
Warning,1,TurnManager,17030172.479853,[Turn 0] ==== EndEnemyTurn ====
Log,1,TurnAdvanceGuard,17030172.479867,"[CanAdvanceTurn] OK: Turn=0 (Barrier=Quiet, InProgress=0)"
Log,1,TurnManager,17030172.479879,[AdvanceTurnAndRestart] Current Turn: 0
Log,1,TurnAdvanceGuard,17030172.479890,"[CanAdvanceTurn] OK: Turn=0 (Barrier=Quiet, InProgress=0)"
Log,1,TurnCore,17030172.479902,[TurnCore] CleanupPhase: Complete
Log,1,TurnManager,17030172.479919,[AdvanceTurnAndRestart] CoreCleanupPhase completed
Log,1,TurnFlow,17030172.479932,[TurnFlowCoordinator] Turn ended: TurnId=0
Log,1,TurnFlow,17030172.479944,"[TurnFlowCoordinator] Turn advanced: TurnId=1, TurnIndex=1"
Log,1,TurnManager,17030172.479956,[AdvanceTurnAndRestart] Turn advanced: 0 -> 1 (bEndTurnPosted reset)
Log,1,TurnManager,17030172.479967,[AdvanceTurnAndRestart] Barrier::BeginTurn(1) called
Log,1,TurnManager,17030172.479978,[AdvanceTurnAndRestart] OnTurnStarted broadcasted for turn 1
Warning,1,TurnInit,17030172.479991,[Turn 1] ==== OnTurnStarted (Subsystem) START ====
